place_id,name,cree_id,latitude,longitude,regular,premium,diesel,amenity,road,hamlet,city,county,state,ISO3166-2-lvl4,postcode
3772,GASOLINERAS SUREÑAS S. DE R.L. DE C.V.,PL/2228/EXP/ES/2015,17.32065,-98.01422,22.5,23.85,23.8,,Carretera Internacional Huajuapam-Putla,,,Santiago Juxtlahuaca,Oaxaca,MX-OAX,
3773,COMBUCENTER S DE RL DE CV,PL/2195/EXP/ES/2015,20.62356,-100.4219,21.69,23.65,22.937577935115712,,Andador Cerro de Menchaca,,Santiago de Querétaro,Municipio de Querétaro,Querétaro,MX-QUE,76121
3774,GASA GAS S.A. DE C.V.,PL/2119/EXP/ES/2015,24.4471,-104.1346,21.59,23.91,23.5,,José Ramón Valdez,,,Guadalupe Victoria,Durango,MX-DUR,
3775,GASOLINERA LE Y BA SA DE CV ES06663,PL/2183/EXP/ES/2015,25.2539,-99.69927,23.48,23.37142058923129,23.38,,Calle Libramiento Plutarco Elías Calles,,,General Terán,Nuevo León,MX-NLE,
3776,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/2070/EXP/ES/2015,20.63123,-100.4258,21.57,23.99,23.25,,Avenida 5 de Febrero,,Santiago de Querétaro,Municipio de Querétaro,Querétaro,MX-QUE,76120
3777,ROBERTO JACINTO ROBLES RAMIREZ,PL/2074/EXP/ES/2015,16.55702,-92.81257,21.52,23.34,22.86,,Avenida Solidaridad,,,Acala,Chiapas,MX-CHP,
3778,SERVICIO LA HUERTA DE SAN JOSE SA DE CV,PL/2172/EXP/ES/2015,20.98819,-100.4028,21.2,22.89,22.9,,,,,San José Iturbide,Guanajuato,MX-GUA,37986
3779,"GASOLINERA EL JAIBO, SA DE CV   E10491",PL/2222/EXP/ES/2015,22.22185,-97.84835,20.49,21.99,22.937577935115712,,Calle Guadalupe,,Tampico,Tampico,Tamaulipas,MX-TAM,89080
3780,"ESTACIONES INTEGRALES DE SERVICIO, S. A. DE C. V.",PL/2184/EXP/ES/2015,19.40254,-99.00922,21.79,23.85,22.937577935115712,Pemex,Avenida Chimalhuacán,,Nezahualcóyotl,Nezahualcóyotl,Estado de México,MX-MEX,5700
3781,ESTACION DE SERVICIO TLAQUILTENANGO SA DE CV,PL/2224/EXP/ES/2015,18.65047,-99.15609,18.95,20.35,17.0,,,,,Tlaquiltenango,Morelos,MX-MOR,
3782,SERVICIO MOEDLO HERMANOS FELIX S.A.D E CV.,PL/2132/EXP/ES/2015,30.62318,-110.9679,22.14,24.49,23.59,,Calle Pedro Trelles Serna,,,Magdalena,Sonora,MX-SON,
3783,GASOLINERA LE Y BA SA DE CV ES06663,PL/2169/EXP/ES/2015,25.19348,-99.83957,23.48,25.48,23.38,,Calle Matamoros,Mexiquito,,Montemorelos,Nuevo León,MX-NLE,675300
3784,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2177/EXP/ES/2015,25.57401,-103.4607,21.79,24.69,23.89,Pemex,Periférico Ejército Mexicano,,Gómez Palacio,Gómez Palacio,Durango,MX-DUR,27140
3785,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PL/2113/EXP/ES/2015,19.22986,-103.7038,21.95,23.99,23.49,,Calle Tamaulipas,,Colima,Municipio de Colima,Colima,MX-COL,28000
3786,PRODUCTOS REFINADOS DE CHIAPA SA DE CV,PL/2077/EXP/ES/2015,16.76303,-93.143,21.4,23.05,22.937577935115712,,Calle de Cristal,Calichal,Tuxtla Gutiérrez,Tuxtla Gutiérrez,Chiapas,MX-CHP,29020
3787,SERVICIO CHAVEZ SA DE CV,PL/2210/EXP/ES/2015,20.17761,-100.9981,20.99,23.37142058923129,22.97,,,,,Santiago Maravatío,Guanajuato,MX-GUA,38970
3788,CENTERGAS S DE RL DE CV,PL/2139/EXP/ES/2015,20.52815,-100.4407,21.69,23.65,23.09,Gasolinera,Lateral El Pueblito- Coroneo,Santa Barbara,,Corregidora,Querétaro,MX-QUE,76900
3789,CASALA COMBUSTIBLES Y SERVICIOS SA DE CV,PL/2236/EXP/ES/2015,18.6235,-99.19953,18.29,19.65,19.27,BP Apatlaco,MOR 21,El Canalito,,Jojutla,Morelos,MX-MOR,62900
3790,"Estacion Custodia, S.A. de C.V.",PL/2060/EXP/ES/2015,31.71107,-106.4457,17.38,19.4,22.937577935115712,Pemex E05170,Avenida Plutarco Elías Calles,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32683
3791,"ESTACION PIRU, S.A. DE C.V.",PL/2109/EXP/ES/2015,32.46013,-116.8866,21.27,23.29,22.937577935115712,Rendichicas,Boulevard del Refugio,Paseos del Florido California,,Municipio de Tijuana,Baja California,MX-BCN,22684
3792,"OPERADORA RIO COLORADO, S. DE R.L. DE C.V.",PL/2205/EXP/ES/2015,32.46,-114.7956,17.99,20.09,22.09,,Callejón Tlaxcala,,San Luis Río Colorado,San Luis Río Colorado,Sonora,MX-SON,83400
3793,"ESTACION DE SERVICIO PUERTA GRANDE,  S. DE R.L. DE C.V.",PL/2186/EXP/ES/2015,24.78825,-107.4111,21.95,24.7,22.937577935115712,Pemex,Pascual Orozco,,Culiacán,Culiacán,Sinaloa,MX-SIN,80128
3794,Servicio Ibiza SA de CV,PL/2068/EXP/ES/2015,19.6664,-99.05511,21.99,23.49,22.59,,,,,Tonanitla,Estado de México,MX-MEX,55783
3795,estaciones de servicio eli sa de cv,PL/2108/EXP/ES/2015,32.29592,-115.087,21.7,22.99,22.65,,Carretera Ejido Monterrey-Mazó,,,,Baja California,MX-BCN,21800
3796,JUAN ANTONIO VERA CARRIZAL,PL/2230/EXP/ES/2015,17.07526,-96.74675,22.15,23.78,22.937577935115712,,Calle 7 Regiones,,,San Jacinto Amilpas,Oaxaca,MX-OAX,68030
3797,SERVICIO SEIS ANEMONAS S.A. DE C.V.,PL/2121/EXP/ES/2015,21.13296,-86.84265,22.89,23.89,24.14,,,,Cancún,Benito Juárez,Quintana Roo,MX-ROO,77533
3798,SANTA FE MULTIGAS REPUBLICA,PL/2048/EXP/ES/2015,28.70006,-100.5621,17.54,19.41,21.6,,Callejón Las Tinajas,,Piedras Negras,Municipio de Piedras Negras,Coahuila,MX-COA,26085
3799,ORSAN DEL NORTE S.A. DE C.V.,PL/2150/EXP/ES/2015,25.6662,-100.2675,22.55,25.39,22.937577935115712,Mobil,Avenida Chapultepec,,Monterrey,Guadalupe,Nuevo León,MX-NLE,67140
3800,CASAFI SA DE CV,PL/2178/EXP/ES/2015,19.30116,-99.5685,20.49,22.49,22.24,,Calle Segunda 5 De Mayo,,,Toluca,Estado de México,MX-MEX,52105
3801,OCRAMVI SA DE CV,PL/2089/EXP/ES/2015,24.79998,-107.3939,21.95,24.7,22.937577935115712,Pemex,Alvaro Obregon,,Culiacán,Culiacán,Sinaloa,MX-SIN,80200
3802,Almacenes Distribuidores de la Frontera SA de CV,PL/2159/EXP/ES/2015,31.60771,-106.4783,16.99,19.15,21.55,Pemex E09682,Carretera Ciudad Juárez-Ascensión,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32695
3803,SERVICIOS VICTORIA SA DE CV,PL/2188/EXP/ES/2015,21.35789,-101.9278,21.62,23.26,23.33,,Calle Miguel Hidalgo,,Lagos de Moreno,Lagos de Moreno,Jalisco,MX-JAL,47480
3804,ROBERTO CALLES BADILLO,PL/2124/EXP/ES/2015,22.39586,-97.9344,20.5,21.8,21.85,Pemex Calles,Boulevard Ignacio Allende,,,Altamira,Tamaulipas,MX-TAM,89600
3805,ROBERTO JACINTO ROBLES RAMIREZ,PL/2075/EXP/ES/2015,16.7541,-93.14156,21.4,23.07,22.98,,Calle 24A Poniente Sur,,Tuxtla Gutiérrez,Tuxtla Gutiérrez,Chiapas,MX-CHP,29020
3806,"ESTACION DE SERVICIO PUERTA GRANDE,  S. DE R.L. DE C.V.",PL/2098/EXP/ES/2015,32.49097,-117.0147,20.29,24.49,22.937577935115712,Pemex,Boulevard Cuauhtémoc Sur,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22001
3807,"GASOLINERA DEL SUR, S.A. DE C.V.",PL/2134/EXP/ES/2015,16.08703,-93.74578,21.89,23.43,23.81,,Avenida Hidalgo,,,Tonalá,Chiapas,MX-CHP,30500
3808,RAUL RIVERA L SA DE CV,PL/2204/EXP/ES/2015,27.48679,-109.9323,21.74,24.14,22.937577935115712,,Calle República de Bolivia,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
3809,"OPERADORA RIO COLORADO, S. DE R.L. DE C.V.",PL/2141/EXP/ES/2015,32.43366,-114.7419,17.99,19.99,22.937577935115712,,Avenida Nuevo León,,San Luis Río Colorado,San Luis Río Colorado,Sonora,MX-SON,83400
3810,SUPER SERVICIO CERRALVO SA DE CV,PL/2049/EXP/ES/2015,26.09917,-99.59988,22.35,24.59,23.69,,Carretera Monterrey-Mier,San Javier,,General Treviño,Nuevo León,MX-NLE,65900
3811,"GRUPO SERVICIOS RAMIREZ PERALES, S A DE C V",PL/2088/EXP/ES/2015,23.68309,-100.2011,23.15,24.6,24.9,,Carretera Matehuala-Dr. Arroyo,,,Doctor Arroyo,Nuevo León,MX-NLE,67900
3812,COMBUCENTER S DE RL DE CV,PL/2203/EXP/ES/2015,20.55671,-100.3831,21.69,23.65,23.09,10581,Calle Pasteur Sur,,Santiago de Querétaro,Municipio de Querétaro,Querétaro,MX-QUE,76085
3813,GASOLINERA EL LIBRAMIENTO SUR SA DE CV,PL/2061/EXP/ES/2015,16.73362,-93.09447,20.79,22.95,22.95,Pemex,Libramiento Sur Poniente,,Tuxtla Gutiérrez,Tuxtla Gutiérrez,Chiapas,MX-CHP,29019
3814,SERVICIOS LA CRUZ CEUTA SA DE CV,PL/2190/EXP/ES/2015,23.92017,-106.929,21.29,23.41,25.83,,Autopista Mazatlan - Culiacan,,,Elota,Sinaloa,MX-SIN,82707
3815,RICARDO CRUZ AGUILERA,PL/2199/EXP/ES/2015,20.48709,-101.4918,21.05,23.05,22.49,Pemex 01656,Carretera Irapuato-Zapotlanejo,,,Abasolo,Guanajuato,MX-GUA,36986
3816,ORSAN DEL NORTE S.A. DE C.V.,PL/2152/EXP/ES/2015,25.72775,-100.3494,23.29,25.49,22.937577935115712,,Avenida Licenciado Raúl Rangel Frías,,Monterrey,Monterrey,Nuevo León,MX-NLE,64160
3817,SERVICIOS VICTORIA SA DE CV,PL/2193/EXP/ES/2015,21.37987,-101.9238,21.62,23.26,23.33,,Libramiento Norte,,Lagos de Moreno,Lagos de Moreno,Jalisco,MX-JAL,47410
3818,BLANCA DELIA CASTRO LOPEZ,PL/2090/EXP/ES/2015,27.41057,-110.2458,21.99,23.99,23.39,,Altar,,,San Ignacio Río Muerto,Sonora,MX-SON,
3819,SERVICIO XOCHIACA S.A. DE C.V.,PL/2163/EXP/ES/2015,19.43647,-98.97408,20.84,22.79,21.99,,Cenzontle,,Chimalhuacán,Chimalhuacán,Estado de México,MX-MEX,56351
3820,ROSA MARIA CONTRERAS MURATALLA,PL/2082/EXP/ES/2015,19.96207,-102.4388,22.99,24.29,24.15,Pemex,Calle Lázaro Cárdenas,,,Tangamandapio,Michoacán,MX-MIC,
3821,ESTACIONES DE SERVICIO PENINSULARES S.A. DE C.V.,PL/2161/EXP/ES/2015,22.93806,-109.9383,21.39,23.39,23.19,,Avenida Padre Nicolas Tamaral,,Cabo San Lucas,Municipio de Los Cabos,Baja California Sur,MX-BCS,23460
3822,"CIBERGAS, S.A. DE C.V.",PL/2164/EXP/ES/2015,19.9536,-99.52834,21.23,23.37142058923129,22.23,,Calle Vicente Guerrero Oriente,,,Jilotepec,Estado de México,MX-MEX,
3823,"SERVICIO CIRCUITO INTERIOR, SA DE CV  E10888",PL/2062/EXP/ES/2015,18.60089,-99.20367,21.49,23.39,22.99,"Gasolinera ""Servicio Circuito Interior""",Carretera Jojutla-Tehuixtla,,,Jojutla,Morelos,MX-MOR,62900
3824,MARIA ARACELI ALEMAN SOLIS,PL/2094/EXP/ES/2015,19.40145,-99.16228,21.59,23.79,22.937577935115712,Pemex,Calzada Casa del Obrero Mundial,,,,Ciudad de México,MX-CMX,
3825,"COMISION DE SERVICIOS OSCAR TORRES PANCARDO, S.A DE C.V.",PL/2144/EXP/ES/2015,16.17174,-95.19212,21.29,23.3,23.41,,Avenida Tampico,,Salina Cruz,Salina Cruz,Oaxaca,MX-OAX,
3826,servicio belisario sa de cv,PL/2167/EXP/ES/2015,20.69331,-103.3223,21.99,24.5,22.99,Pemex,Avenida Circunvalación Doctor Atl,,Guadalajara,,Jalisco,MX-JAL,44780
3827,"GRUPO MACADA168, S.A. DE C.V. ",PL/2054/EXP/ES/2015,20.53114,-100.5084,20.29,22.39,22.09,,Carretera Irapuato-Querétaro,,,Corregidora,Querétaro,MX-QUE,76920
3828,PETROPLAZAS S.A. DE C.V.,PL/2105/EXP/ES/2015,23.27621,-106.4266,22.19,23.49,24.99,,Avenida Libramiento 2,,Mazatlán,Mazatlán,Sinaloa,MX-SIN,82000
3829,"COMBUSTIBLES DE HUAJUAPAN, S. A. DE C. V.",PL/2091/EXP/ES/2015,17.78934,-97.78574,22.79,24.19,24.21,,Calle Galeana,,,Heroica Ciudad de Huajuapan de León,Oaxaca,MX-OAX,69000
3830,"SUPER SERVICIO EJECUTIVO, SA DE CV",PL/2097/EXP/ES/2015,19.3286,-98.94859,21.09,23.19,22.937577935115712,,Calle Primavera,,Ixtapaluca,,Estado de México,MX-MEX,56618
3831,"HIDROCARBUROS LA PAZ, S.A. DE C.V.",PL/2227/EXP/ES/2015,19.20349,-98.4322,20.8,22.5,22.3,Hidrocarburos La Paz,Reforma,,,Huejotzingo,Puebla,MX-PUE,74165
3832,PRODUCTOS REFINADOS DE CHIAPA SA DE CV,PL/2085/EXP/ES/2015,16.75896,-93.09614,21.4,23.05,22.937577935115712,Gasolinera El Vergel,Calzada Ignacio Zaragoza,,Tuxtla Gutiérrez,Tuxtla Gutiérrez,Chiapas,MX-CHP,29044
3833,"SERVICIO TX, S.A. DE C.V.",PL/2112/EXP/ES/2015,19.90546,-99.14713,20.99,22.99,22.22,,Calle Gran Canal,,,Tequixquiac,Estado de México,MX-MEX,55650
3834,"SUPER SERVICIO ARAGON, SA DE CV",PL/2093/EXP/ES/2015,19.49,-99.0464,21.19,23.39,22.79,Pemex,Avenida Central Carlos Hank González,,Nezahualcóyotl,Nezahualcóyotl,Estado de México,MX-MEX,57120
3835,GASOLINERA TAD ALPUYECA SA DE CV,PL/2216/EXP/ES/2015,18.59449,-99.25874,18.56,19.95,19.5,Pemex,MEX 6,,,Jojutla,Morelos,MX-MOR,62909
3836,RIVERA VILLA ESPERANZA SA DE CV,PL/2217/EXP/ES/2015,27.58086,-109.9274,21.74,24.14,22.937577935115712,,Avenida Hermanos Talamante,,,Cajeme,Sonora,MX-SON,85065
3837,"GASOLINERA EL JAIBO, SA DE CV   E10491",PL/2173/EXP/ES/2015,22.22684,-97.86514,20.46,21.96,22.937577935115712,Gasolinera Nexum,Avenida Miguel Hidalgo y Costilla,,Tampico,Tampico,Tamaulipas,MX-TAM,89240
3838,"SERVICIO ROBLEDO, S.A. DE C.V.",PL/2143/EXP/ES/2015,19.29922,-99.1076,21.69,23.69,22.937577935115712,Pemex,Cerrada de Perales,,,,Ciudad de México,MX-CMX,14330
3839,SERVICIO CORTEZ DE COLIMA S.A. DE C.V.,PL/2129/EXP/ES/2015,19.209,-103.7409,21.66,23.86,23.1,,Autopista Colima - Manzanillo,,Colima,Municipio de Colima,Colima,MX-COL,28000
3840,SERVICIO MERIDA SA DE CV,PL/2092/EXP/ES/2015,19.41905,-99.15728,22.79,24.49,22.937577935115712,BP,Avenida Álvaro Obregón,,,,Ciudad de México,MX-CMX,06700
3841,COMBUSTIBLES Y SERVICIOS EL RETEN SA DE CV,PL/2064/EXP/ES/2015,22.56827,-100.6346,21.99,24.05,24.55,Pemex,Carretera San Luis Potosí-Matehuala,,,Villa Hidalgo,San Luis Potosí,MX-SLP,
3842,ESTACION DE SERVICIO ZACATEPEC SA DE CV,PL/2229/EXP/ES/2015,18.64588,-99.20599,18.69,20.07,19.59,,MOR 4,,,Zacatepec,Morelos,MX-MOR,62900
3843,RIVERA LEYVA  SA DE CV,PL/2218/EXP/ES/2015,27.51489,-109.9304,21.74,24.14,22.937577935115712,,Privada Dos,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
3844,SERVICIO NORAMA SA DE CV,PL/2142/EXP/ES/2015,20.70816,-102.3841,21.95,23.75,22.87,PEMEX,Carretera Las Adjuntas-Tepatitlán,,,Arandas,Jalisco,MX-JAL,47188
3845,Operadora de Combustibles San Juan S.A. de C.V.,PL/2051/EXP/ES/2015,21.25432,-102.3269,22.49,24.99,23.19,,Boulevard Licenciado Ramón Martín Huerta,,,San Juan de los Lagos,Jalisco,MX-JAL,47040
3846,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PL/2079/EXP/ES/2015,25.46295,-100.1649,23.29,25.39,23.39,,Privada Oviedo,,,Santiago,Nuevo León,MX-NLE,67318
3847,ORGANIZACION LA LUNA S.A. DE C.V.,PL/2058/EXP/ES/2015,20.86778,-103.1575,22.99,24.99,23.99,,JAL 201,,,Cuquío,Jalisco,MX-JAL,45480
3848,"SERVICIO EL NUEVO PEDREGAL, S.A. DE C.V.",PL/2198/EXP/ES/2015,19.30155,-99.16746,21.69,23.69,22.69,PEMEX,Boulevard Adolfo Ruiz Cortines,,,,Ciudad de México,MX-CMX,
3849,"GRUPO QL, SA DE CV",PL/2209/EXP/ES/2015,19.74034,-99.20985,21.99,24.19,23.09,,Autopista de Peaje México-Querétaro,,,Teoloyucan,Estado de México,MX-MEX,54660
3850,"SERVICIO SYS, S.A. DE C.V.",PL/2179/EXP/ES/2015,28.41614,-106.8795,22.99,23.99,25.39,Pemex E09455,Calzada Las Américas,,Cuauhtémoc,Cuauhtémoc,Chihuahua,MX-CHH,31500
3851,GASOLINERA PEGASO DE OCCIDENTE SA DE CV,PL/2072/EXP/ES/2015,20.61983,-103.3916,21.39,23.95,23.39,PEMEX,Avenida Cristóbal Colón,,Tlaquepaque,San Pedro Tlaquepaque,Jalisco,MX-JAL,45608
3852,COMBUSTIBLES GRUPO PC SA DE CV,PL/2135/EXP/ES/2015,19.41496,-97.63725,20.93,22.63,22.53,Gasolinera (ambas),MEX 129,,,Oriental,Puebla,MX-PUE,
3853,ESTACION DE SERVICIO ZACATEPEC SA DE CV,PL/2212/EXP/ES/2015,18.62733,-99.22072,19.05,20.45,17.03,,,,,Jojutla,Morelos,MX-MOR,62909
3854,Raymundo Gonzalez Parra,PL/2057/EXP/ES/2015,22.51882,-101.0186,21.85,23.37142058923129,23.15,,SLP 23,,,Municipio de San Luis Potosí,San Luis Potosí,MX-SLP,
3855,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PL/2117/EXP/ES/2015,19.27378,-103.7404,21.59,23.69,22.937577935115712,Oxxo Gas Diosa GDM,Calle María Ahumada de Gómez,,,Villa de Álvarez,Colima,MX-COL,28989
3856,"Gasolinera Puente Centenario, SA de CV",PL/2120/EXP/ES/2015,25.57219,-103.4698,21.79,24.89,23.89,,,,Gómez Palacio,Gómez Palacio,Durango,MX-DUR,35068
3857,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,PL/2215/EXP/ES/2015,18.40687,-93.21421,20.44,21.99,21.99,,,,,Paraíso,Tabasco,MX-TAB,86605
3858,"SERVICIO MADELL, S.A. DE C.V.",PL/2201/EXP/ES/2015,19.42437,-98.96779,20.59,23.29,22.29,,Avenida del Peñón,,Chimalhuacán,Chimalhuacán,Estado de México,MX-MEX,56356
3859,COMBUSTIBLES GRUPO PC SA DE CV,PL/2099/EXP/ES/2015,18.9873,-97.45438,19.95,22.1,22.937577935115712,,Avenida 9 Sur,,,Chalchicomula de Sesma,Puebla,MX-PUE,
3860,"SERVICIO NINFA, S.A. DE C.V.",PL/2145/EXP/ES/2015,19.4027,-98.97974,21.59,23.59,22.937577935115712,,Calle 18,,Chimalhuacán,Chimalhuacán,Estado de México,MX-MEX,56346
3861,"SERVICIO LIESYEZA, S.A. DE C.V.",PL/2208/EXP/ES/2015,19.42807,-99.04706,20.59,23.39,22.39,Pemex,Avenida Bordo de Xochiaca,,Nezahualcóyotl,Nezahualcóyotl,Estado de México,MX-MEX,15660
3862,GRUPO GASOLINERO RIVAS SA DE CV,PL/2189/EXP/ES/2015,22.77804,-103.562,21.96,23.56,23.94,,,,,Valparaíso,Zacatecas,MX-ZAC,99250
3863,servicio rotonda s.a. de c.v.,PL/2095/EXP/ES/2015,25.49489,-101.3647,21.430554062598798,23.37142058923129,18.79,,Carretera Saltillo-Torreón,,,General Cepeda,Coahuila,MX-COA,25970
3864,GASOLINERA TAD ALPUYECA SA DE CV,PL/2180/EXP/ES/2015,18.73553,-99.26066,18.63,19.99,19.55,Pemex,Carretera Cuernavaca-Chilpancingo,,,Xochitepec,Morelos,MX-MOR,
3865,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,PL/2211/EXP/ES/2015,16.50001,-90.65427,22.09,22.14,23.24,Pemex,Carretera Benemérito de las Américas-La Trinitaria,,,Benemérito de las Américas,Chiapas,MX-CHP,
3866,SERVICIO NONOAVATEX SA DE CV,PL/2107/EXP/ES/2015,27.48201,-106.7372,22.98,24.98,24.29,Pemex E08839,Calle Morelos,,,Nonoava,Chihuahua,MX-CHH,
3867,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,PL/2225/EXP/ES/2015,17.98932,-92.96425,20.49,22.24,22.937577935115712,PEMEX Orsan,Periférico Carlos Pellicer Cámara,,Villahermosa,Centro,Tabasco,MX-TAB,86035
3868,"Kanz Combustibles, SA de CV",PL/2175/EXP/ES/2015,18.85254,-97.07985,21.35,22.89,22.74,K Energy,Oriente 6,Electricistas,,Orizaba,Veracruz,MX-VER,94340
3869,GRUPO GASOLINERO RIVAS SA DE CV,PL/2146/EXP/ES/2015,22.75589,-102.595,21.39,23.3,22.937577935115712,,Calle Segunda de Matamoros,,Municipio de Zacatecas,,Zacatecas,MX-ZAC,98087
3870,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2511/EXP/ES/2015,25.5377,-103.5246,21.89,24.69,22.937577935115712,,Avenida Francisco Sarabia,,Ciudad Lerdo,Lerdo,Durango,MX-DUR,35157
3871,"SERVICIOS CHIMABEL, S.A. DE C.V.",PL/2548/EXP/ES/2015,25.6776,-100.3203,21.99,24.99,22.937577935115712,,Calle José Marroquín Leal,,Monterrey,Monterrey,Nuevo León,MX-NLE,64000
3872,SERVICIO ROSA S.A. DE C.V.,PL/2377/EXP/ES/2015,31.88754,-116.5759,20.77,22.47,21.87,,Boulevard Circuito Oriente,,Ensenada,Municipio de Ensenada,Baja California,MX-BCN,22813
3873,PETROAGUILA SA DE CV,PL/2390/EXP/ES/2015,24.81271,-107.4503,21.14,23.69,0.01,Pemex,Lola Beltrán,,Culiacán,Culiacán,Sinaloa,MX-SIN,80301
3874,"SUPER SERVICIO ESTADIO, S.A. DE C.V.",PL/2462/EXP/ES/2015,22.30603,-97.88206,20.24,21.95,22.937577935115712,,Boulevard Altamira,,Tampico,Tampico,Tamaulipas,MX-TAM,89344
3875,PARADOR TURISTICO SAN PEDRO S DE RL DE CV,PL/2294/EXP/ES/2015,20.31692,-99.93229,21.79,23.49,22.99,,,,,San Juan del Río,Querétaro,MX-QUE,78806
3876,SERVICIO ACAMBARO SA DE C V,PL/2242/EXP/ES/2015,20.0368,-100.7317,20.79,22.6,22.937577935115712,Pemex,Avenida Universidad,,,Acámbaro,Guanajuato,MX-GUA,38624
3877,ESTACION DE SERVICIO OAXACA SA DE CV,PL/2449/EXP/ES/2015,17.07408,-96.7562,22.29,24.09,23.69,PEMEX 12206,Avenida Montoya,,Oaxaca,Oaxaca de Juárez,Oaxaca,MX-OAX,68154
3878,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/2435/EXP/ES/2015,20.5824,-100.4072,16.19,17.9,22.937577935115712,GGM Gasolineras,Avenida 5 de Febrero,,Santiago de Querétaro,Municipio de Querétaro,Querétaro,MX-QUE,76070
3879,EL CRUCERO DE ZACATLAN SA DE CV ,PL/2558/EXP/ES/2015,19.92479,-97.97018,20.99,22.49,22.29,,Camino Real,San Bartolo,,Zacatlán,Puebla,MX-PUE,73310
3880,Servicio Zona Industrial SA de CV,PL/2423/EXP/ES/2015,19.2949,-99.62721,20.69,22.89,22.29,PEMEX,Privada González Ortega,,Toluca,Toluca,Estado de México,MX-MEX,50160
3881,PETROAGUILA SA DE CV,PL/2394/EXP/ES/2015,24.7881,-107.395,21.84,23.69,22.937577935115712,Sushi Factory,Alvaro Obregon,,Culiacán,Culiacán,Sinaloa,MX-SIN,80179
3882,ORSAN DEL NORTE S.A. DE C.V.,PL/2245/EXP/ES/2015,25.76164,-100.2941,23.29,25.45,23.69,Mobil,Calle Zona Norte,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66059
3883,SERVICIO JACINTO CEJA VELAZQUEZ S.A. DE C.V.,PL/2452/EXP/ES/2015,19.67708,-101.9561,20.6,22.8,22.1,,Calle Quiroga,,,Cherán,Michoacán,MX-MIC,60270
3884,GRUPO JIMMEX S.A. DE C.V.,PL/2523/EXP/ES/2015,19.84079,-99.27819,21.89,23.86,23.19,Subway,Autopista de Peaje México-Queretaro,,,Huehuetoca,Estado de México,MX-MEX,
3885,"SERVICIO SAHUAYO, SA DE CV.",PL/2433/EXP/ES/2015,20.04229,-102.7169,22.63,24.15,22.937577935115712,,Calle Alamillo,,,Sahuayo,Michoacán,MX-MIC,59103
3886,ESTACION DE SERVICIO LA NORIA NAPATECO SA DE CV,PL/2463/EXP/ES/2015,20.1375,-98.34805,20.95,22.2,22.937577935115712,,Prolongacion Benito Juárez Norte,Sultepec,Tulancingo de Bravo,,Hidalgo,MX-HID,43623
3887,COMERCIALIZADORA OPTIMOS SA DE CV,PL/2517/EXP/ES/2015,20.33327,-102.2309,21.99,23.99,24.29,,MEX 110,,,,Michoacán,MX-MIC,59250
3888,"SERVICIO ATA, S.A. DE C.V.",PL/2313/EXP/ES/2015,19.78615,-99.86644,21.09,23.35,22.937577935115712,,,,,Atlacomulco,Estado de México,MX-MEX,50450
3889,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2346/EXP/ES/2015,25.56019,-103.4346,21.49,23.79,23.89,,Calzada Prolongación Cuauhtémoc,,Torreón,Torreón,Coahuila,MX-COA,27100
3890,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/2501/EXP/ES/2015,25.59768,-103.4036,21.89,24.69,22.937577935115712,,Boulevard Centenario,Residencial Santa Barbara,Torreón,Torreón,Coahuila,MX-COA,27400
3891,SERVICIOS INTEGRALES DE TLAQUEPAQUE S.A. DE C.V.,PL/2392/EXP/ES/2015,20.59286,-103.3338,21.84,23.99,23.1,Pemex,Calle Juan de la Barrera,,Tlaquepaque,San Pedro Tlaquepaque,Jalisco,MX-JAL,45596
3892,"SERVICIOS CHIMABEL, S.A. DE C.V.",PL/2545/EXP/ES/2015,25.69972,-100.3248,21.99,25.16,19.7,,Avenida General Bernardo Reyes,,Monterrey,Monterrey,Nuevo León,MX-NLE,64488
3893,SERVICO AMADOR DEL RIVERO SA DE CV,PL/2442/EXP/ES/2015,17.6089,-93.19232,20.69,22.75,22.5,,Calle Olimpiada del 68,,,Juárez,Chiapas,MX-CHP,29513
