place_id,name,cree_id,latitude,longitude,regular,premium,diesel,amenity,road,hamlet,city,county,state,ISO3166-2-lvl4,postcode
3651,AUTOSERVICIO EL AGUILA SA DE CV,PL/1773/EXP/ES/2015,20.67267,-101.2991,21.94,23.95,22.93,Pemex,Carretera Irapuato-Salamanca,,Irapuato,Irapuato,Guanajuato,MX-GUA,36544
3652,"SERVICIO AGUASCALIENTES, SA",PL/1600/EXP/ES/2015,21.86706,-102.2815,20.99,23.37,22.81,PEMEX,Avenida Convención de 1914 Sur,,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,MX-AGU,20269
3653,"Combustibles Pavillon, S.A.  de C.V.",PL/1950/EXP/ES/2015,20.73529,-103.4,22.59,24.79,22.937577935115712,BP,Calle Plata,,Zapopan,Zapopan,Jalisco,MX-JAL,45140
3654,TRENOGAS SA DE CV,PL/1784/EXP/ES/2015,20.66038,-103.3582,21.99,23.8,19.31,Smartgas,Calzada Federalismo,,Guadalajara,,Jalisco,MX-JAL,44160
3655,GASOLINERA CUDEA SA DE CV,PL/1882/EXP/ES/2015,20.5662,-103.3652,21.65,23.9,23.5,,Avenida Adolf B. Horn Jr.,,,Tlajomulco de Zuñiga,Jalisco,MX-JAL,45610
3656,"PROVEEDORA VIAL DE COMBUSTIBLES, S.A. DE C.V.",PL/1976/EXP/ES/2015,22.31257,-101.1606,21.98,23.92,23.2,Pemex,Carretera San Luis Potosi-Zacatecas,La Escuela,,Mexquitic de Carmona,San Luis Potosí,MX-SLP,
3657,MARCO AURELIO RIVAS FLORES,PL/1979/EXP/ES/2015,22.37003,-103.2041,21.4,22.8,22.32,,Carretera Tesistán-Malpaso,,,Tepetongo,Zacatecas,MX-ZAC,46260
3658,ESTACION DE SERVICIO LOS ALPES S.A. DE C.V.,PL/1634/EXP/ES/2015,21.14098,-86.83934,22.79,23.89,22.937577935115712,Pemex,Avenida Nichupté,,Cancún,Benito Juárez,Quintana Roo,MX-ROO,77533
3659,SERVICIO DELFINES S.A. DE C.V.,PL/1853/EXP/ES/2015,21.12545,-86.83926,22.89,23.89,22.937577935115712,,Avenida Huayacan,,Cancún,Benito Juárez,Quintana Roo,MX-ROO,77501
3660,SINERGIA DE ENERGETICOS S.A. DE C.V. ,PL/1922/EXP/ES/2015,20.0894,-98.77206,21.59,23.59,22.937577935115712,Estacionamiento Plaza Perisur,Boulevard Felipe Ángeles,,Pachuca,Pachuca de Soto,Hidalgo,MX-HID,42083
3661,Servicio Express Aeropuerto S.A. de C.V.,PL/1698/EXP/ES/2015,25.87509,-100.2277,23.29,25.49,22.59,García,Carretera Nuevo Laredo-Monterrey,,,Ciénega de Flores,Nuevo León,MX-NLE,
3662,"DIGEPE, S.A. DE C.V. (07356)",PL/1546/EXP/ES/2015,20.53709,-100.4899,21.27,23.19,22.85,Starbucks,Carretera Querétaro-Irapuato,,,Corregidora,Querétaro,MX-QUE,76920
3663,"Servicio Guerra Hermanos, S.A. DE C.V.",PL/2034/EXP/ES/2015,22.16867,-100.9576,21.75,23.55,22.85,Servicio Guerra Hermanos,Calle Última Norte,,San Luis Potosí,Municipio de San Luis Potosí,San Luis Potosí,MX-SLP,78038
3664,SERVICIOS MANGLARES S.A. DE C.V.,PL/1616/EXP/ES/2015,21.18377,-86.80797,21.39,17.77,16.87,Puerto Juárez,Avenida López Portillo,,Cancún,Benito Juárez,Quintana Roo,MX-ROO,77520
3665,"PETROMAR DEL PACIFICO, S.A. DE C.V.",PL/1708/EXP/ES/2015,23.26572,-106.3904,21.59,22.99,22.937577935115712,Pemex,Avenida Múnich 72,,Mazatlán,Mazatlán,Sinaloa,MX-SIN,82000
3666,SERVICIO MELCHOR OCAMPO SA DE CV,PL/1512/EXP/ES/2015,19.67146,-99.17323,22.29,24.29,22.69,,Calle Melchor Ocampo,,,Cuautitlán,Estado de México,MX-MEX,54807
3667,GASOLINERIA ULLOA S.A. DE C.V.,PL/1918/EXP/ES/2015,18.87433,-99.05672,21.97,22.99,23.44,,Carretera Federal Cuernavaca-Cuautla,,,Yautepec,Morelos,MX-MOR,62732
3668,"ESTACION DE SERVICIOS TAMARINDOS, S.A DE C.V. ",PL/1559/EXP/ES/2015,24.09112,-110.3293,22.99,23.99,23.3,,Boulevard Santa Bárbara,,La Paz,Municipio de La Paz,Baja California Sur,MX-BCS,23085
3669,DIMECO SA DE CV  (ESTACION DE SERVICIO 6542),PL/1579/EXP/ES/2015,19.66472,-99.07929,21.99,24.09,22.99,Estación G500,Avenida Prados,,,Tultitlán,Estado de México,MX-MEX,54933
3670,SERVICIOS TULIPANES S.A. DE C.V.,PL/1593/EXP/ES/2015,21.10487,-86.84014,22.94,23.99,24.14,,Boulevard Luis Donaldo Colosio,,,Benito Juárez,Quintana Roo,MX-ROO,77560
3671,SERVICIO CAMPER SA DE CV,PL/2011/EXP/ES/2015,20.68799,-103.2942,22.99,25.19,17.26,Gasolinera BP,Calle Hacienda del Jazmín,,Guadalajara,,Jalisco,MX-JAL,44700
3672,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PL/1520/EXP/ES/2015,27.8453,-101.112,23.15,25.06,22.937577935115712,,Calle General Santos Degollado,,Sabinas,Sabinas,Coahuila,MX-COA,26730
3673,"LAS MEJORES ESTACIONES, S.A DE C.V",PL/1691/EXP/ES/2015,19.28985,-99.64745,21.27,23.59,22.937577935115712,Pemex,Calle Josefa Ortiz de Domínguez,,Toluca,Toluca,Estado de México,MX-MEX,50090
3674,"Estación de Servicio las Águilas, S.A. de C.V.",PL/1802/EXP/ES/2015,19.35093,-99.21848,22.99,25.49,22.937577935115712,Pemex,Calzada de las Águilas,,,,Ciudad de México,MX-CMX,01759
3675,"COMBU-EXPRESS, S.A. DE C.V.",PL/1713/EXP/ES/2015,19.41358,-102.0523,20.74,22.84,22.49,,Calle Doctor Rafaél Alvarado,,Uruapan,Uruapan,Michoacán,MX-MIC,60050
3676,SERVICIO TEMOAYA S.A. DE C.V.,PL/1972/EXP/ES/2015,19.45608,-99.59919,21.24,23.15,22.99,,,,,Temoaya,Estado de México,MX-MEX,50850
3677,"ESTACION RAEL, S. DE R.L. DE C.V.",PL/1508/EXP/ES/2015,32.49732,-116.9631,21.89,24.99,22.09,Chevron,Boulevard Gustavo Díaz Ordaz,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22034
3678,"PETROMAR DEL PACIFICO, S.A. DE C.V.",PL/1677/EXP/ES/2015,23.25292,-106.3879,21.59,22.99,22.937577935115712,Pemex,Calle San Luis,,Mazatlán,Mazatlán,Sinaloa,MX-SIN,82000
3679,"COMBU-EXPRESS, S.A. DE C.V.",PL/1548/EXP/ES/2015,19.88335,-103.5981,22.59,23.69,22.937577935115712,,Calle Venustiano Carranza,,,Sayula,Jalisco,MX-JAL,49313
3680,SERVICIO IXTAZACUALA SA DE CV,PL/1900/EXP/ES/2015,20.04934,-99.24793,21.19,23.79,22.79,Pemex,Calle Pirul,18 de Marzo,,Atitalaquia,Hidalgo,MX-HID,42970
3681,"SERVICIO EXPRESS PURUANDIRO, S.A. DE C.V.",PL/2063/EXP/ES/2015,20.09628,-101.5228,20.71,22.8,22.3,,Avenida Libramiento Aquiles Serdán,,,Puruándiro,Michoacán,MX-MIC,58500
3682,GASOLINERA LE Y BA SA DE CV ES06663,PL/2197/EXP/ES/2015,25.27947,-100.014,23.28,25.38,23.38,,Calle Carlos Salazar,,,Allende,Nuevo León,MX-NLE,67350
3683,FRANCISCO JAVIER CEDEÑO SERENO,PL/2087/EXP/ES/2015,19.73093,-101.1146,21.5,23.52,22.9,,,,,Morelia,Michoacán,MX-MIC,58257
3684,MEGA GASOLINERAS S.A DE C.V,PL/2110/EXP/ES/2015,19.47631,-99.22984,21.99,26.39,23.69,Shell,Periférico Boulevard Manuel Ávila Camacho,,Naucalpan,Naucalpan de Juárez,Estado de México,MX-MEX,53370
3685,GASOLINERA RRL SA DE CV,PL/2220/EXP/ES/2015,27.45624,-109.9289,21.74,24.14,23.24,,,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
3686,GRUPO GOCALVI SA DE CV,PL/2066/EXP/ES/2015,20.48565,-100.1936,21.29,22.69,22.49,,General Lázaro Cárdenas - San José Galindo,,,Pedro Escobedo,Querétaro,MX-QUE,
3687,"OPERADORA RIO COLORADO, S. DE R.L. DE C.V.",PL/2234/EXP/ES/2015,32.46252,-114.7678,17.49,19.79,22.937577935115712,,Callejón Guerrero,,San Luis Río Colorado,San Luis Río Colorado,Sonora,MX-SON,83400
3688,HR SOL SERVICIOS ADMINISTRATIVOS FONDO 3 S.A DE C.V.,PL/2052/EXP/ES/2015,19.52987,-99.15545,21.69,24.69,22.937577935115712,1Stop,Avenida Ventisca,,,,Ciudad de México,MX-CMX,07279
3689,estacion arb s.a. de c.v.,PL/2182/EXP/ES/2015,20.70955,-103.3111,21.5,23.39,22.937577935115712,Gasolinera Belisario,Calle Justicia,,Guadalajara,,Jalisco,MX-JAL,44300
3690,Estación Mayorazgo S.A de C.V,PL/2065/EXP/ES/2015,19.00605,-98.24075,21.15,22.77,22.83,Pemex,Boulevard Municipio Libre,,Municipio de Puebla,,Puebla,MX-PUE,72480
3691,SERVICIO GARCIA ANCIRA S A,PL/2185/EXP/ES/2015,25.80131,-100.3155,21.69,24.09,22.937577935115712,Pemex,Calle del Reposo,,General Escobedo,General Escobedo,Nuevo León,MX-NLE,66050
3692,ORSAN DEL NORTE S.A. DE C.V.,PL/2153/EXP/ES/2015,25.72265,-100.2041,23.55,25.39,22.937577935115712,Mobil,Avenida Melchor Ocampo,,Monterrey,Guadalupe,Nuevo León,MX-NLE,66478
3693,SERVICIO HEFESO S.A. DE C.V.,PL/2043/EXP/ES/2015,19.29261,-98.94987,21.09,22.89,22.937577935115712,,Calle Norte 9,,Valle de Chalco Solidaridad,,Estado de México,MX-MEX,56617
3694,AUTO SERVICIO CORAL SA DE CV,PL/2101/EXP/ES/2015,31.86465,-116.607,20.89,22.99,22.09,Pemex,Calle Coral,,Ensenada,Municipio de Ensenada,Baja California,MX-BCN,22840
3695,SERVICIO SECA SA DE CV,PL/2078/EXP/ES/2015,20.58093,-101.2208,21.54,24.28,22.78,Pemex,Camino a Mancera,,Salamanca,Salamanca,Guanajuato,MX-GUA,36764
3696,ORSAN DEL NORTE S.A. DE C.V.,PL/2155/EXP/ES/2015,26.06885,-98.29009,17.09,20.39,22.937577935115712,Wingstop,Calle Rosalinda Guerrero,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
3697,SERVICIOS DEXEL SA DE CV,PL/2067/EXP/ES/2015,19.493,-99.22681,22.29,24.49,22.937577935115712,BP,Calle Vía Doctor Gustavo Baz Prada,,Naucalpan,Naucalpan de Juárez,Estado de México,MX-MEX,53150
3698,"ESTACION DE SERVICIO PUERTA GRANDE,  S. DE R.L. DE C.V.",PL/2187/EXP/ES/2015,24.78474,-107.4462,22.55,24.7,22.937577935115712,Pemex,Boulevard Pedro Infante,,Culiacán,Culiacán,Sinaloa,MX-SIN,80107
3699,"SERVICIO LA LOMA LOS CEDROS, S.A. DE C.V",PL/2160/EXP/ES/2015,20.30442,-101.9929,21.58,23.88,21.98,Pemex,Carretera La Piedad-Carapan,,La Piedad de Cabadas,La Piedad,Michoacán,MX-MIC,36910
3700,"GASOLINERA EL JAIBO, SA DE CV   E10491",PL/2140/EXP/ES/2015,22.25699,-97.86376,20.49,22.49,22.937577935115712,,Avenida Universidad,,Ciudad Madero,Ciudad Madero,Tamaulipas,MX-TAM,89110
3701,SINERGIA DE ENERGETICOS S.A. DE C.V. ,PL/2053/EXP/ES/2015,19.9795,-98.8493,21.89,23.89,23.39,,Carretera México-Pachuca,,,Zapotlán de Juárez,Hidalgo,MX-HID,43845
3702,"SUPER SERVICIO LOS HERNANDEZ, S.A. DE C.V.",PL/2046/EXP/ES/2015,19.8205,-99.1147,21.19,23.09,22.34,,,,,Zumpango,Estado de México,MX-MEX,55600
3703,"GASOLINERA TRIUNFO, S.A. DE C.V.",PL/2168/EXP/ES/2015,20.73349,-102.8629,21.99,23.59,23.69,PEMEX,Carretera Libre Zapotlanejo-Tepatitlán,,,Acatic,Jalisco,MX-JAL,45475
3704,COMBUSTIBLES ARCADE SA DE CV,PL/2073/EXP/ES/2015,20.5906,-103.3849,21.39,23.95,23.39,PEMEX,Avenida Tizapán,,Tlaquepaque,San Pedro Tlaquepaque,Jalisco,MX-JAL,45602
3705,ORSAN DEL NORTE S.A. DE C.V.,PL/2154/EXP/ES/2015,25.85245,-97.50683,19.19,20.39,22.937577935115712,Gasolinera Orsan,Boulevard Licenciado Manuel Cavazos Lerma,,Matamoros,Municipio de Matamoros,Tamaulipas,MX-TAM,87390
3706,INMOBILIARIA EUSREKA S.A. DE C.V.,PL/2123/EXP/ES/2015,21.19604,-86.87348,22.79,23.89,24.19,Pemex,Avienda Kabah,,Cancún,Benito Juárez,Quintana Roo,MX-ROO,77528
3707,"SERVICIO WINASSOR, S.A. DE C.V.",PL/2165/EXP/ES/2015,19.38254,-99.01708,20.99,23.39,22.39,Pemex,Avenida Texcoco,,Nezahualcóyotl,Nezahualcóyotl,Estado de México,MX-MEX,09181
3708,"OPERADORA RIO COLORADO, S. DE R.L. DE C.V.",PL/2147/EXP/ES/2015,32.42228,-114.7709,17.99,20.09,22.937577935115712,,Calle 26,,San Luis Río Colorado,San Luis Río Colorado,Sonora,MX-SON,83400
3709,SERVICIO AGUA DULCE S.A. DE C.V.,PL/2122/EXP/ES/2015,20.65214,-87.08584,22.99,23.99,24.19,,Avenida Petempich,,Playa del Carmen,,Quintana Roo,MX-ROO,77724
3710,COMBUSTIBLES GRUPO PC SA DE CV,PL/2235/EXP/ES/2015,19.62174,-97.81296,21.13,23.37142058923129,22.53,Pemex,Avenida Independencia,,,Ixtacamaxtitlán,Puebla,MX-PUE,
3711,Servicio Express Ayuntamiento SA de CV,PL/2047/EXP/ES/2015,19.54147,-99.1967,21.27,23.75,22.69,Pemex,Avenida Ayuntamiento,,Tlalnepantla,Tlalnepantla de Baz,Estado de México,MX-MEX,54070
3712,ESTACION DE SERVICIO GRUPO CARPE SA DE CV ,PL/2096/EXP/ES/2015,19.96832,-102.266,22.69,24.28,23.78,,Carretera Internacional México - Nogales,,Zamora,Zamora,Michoacán,MX-MIC,59669
3713,"SERVICIOS AGROPECUARIOS DE LAS HUASTECAS, S.A. DE C.V.",PL/2125/EXP/ES/2015,22.82271,-98.44351,21.69,23.3,22.45,,Carretera Mante-Tampico,,,González,Tamaulipas,MX-TAM,
3714,ORSAN DEL NORTE S.A. DE C.V.,PL/2156/EXP/ES/2015,25.71598,-100.249,22.49,25.29,22.937577935115712,PEMEX,Lateral Rómulo Garza,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66496
3715,"SUPER SERVICIO IZCALLI, S.A. DE C.V.",PL/2045/EXP/ES/2015,19.65426,-99.19815,21.23,23.21,22.27,G500,Avenida Constitución,,Cuautitlán Izcalli,Cuautitlán Izcalli,Estado de México,MX-MEX,54730
3716,GASOLINERA INDEPENDENCIA S.A. DE C.V.,PL/2191/EXP/ES/2015,20.24195,-100.9659,21.15,22.95,23.15,,,,,Salvatierra,Guanajuato,MX-GUA,38930
3717,SINERGIA DE ENERGETICOS S.A. DE C.V. ,PL/2056/EXP/ES/2015,19.96653,-98.85635,21.89,23.89,23.39,PEMEX,Carretera México-Pachuca,,,Zapotlán de Juárez,Hidalgo,MX-HID,43860
3718,COMBUSTIBLES LOS SABINOS SA DE CV,PL/2055/EXP/ES/2015,25.32756,-99.98564,21.93,23.79,22.67,,,,,Allende,Nuevo León,MX-NLE,67350
3719,"Kanz Combustibles Tres, SA de CV",PL/2176/EXP/ES/2015,18.90128,-96.95161,21.09,22.85,22.69,Pemex,Avenida 11,San José,Córdoba,Córdoba,Veracruz,MX-VER,94500
3720,GRUPO GASOLINERO RIVAS SA DE CV,PL/2194/EXP/ES/2015,22.77144,-102.5354,21.8,23.3,24.25,,Calzada Solidaridad,,Guadalupe,Guadalupe,Zacatecas,MX-ZAC,98064
3721,VFN COMBUSTIBLES S.A.P.I. DE C.V. ,PL/2126/EXP/ES/2015,19.145,-96.1044,20.6,22.35,22.937577935115712,Pemex,Boulevard Adolfo Ruiz Cortines,,,Boca del Río,Veracruz,MX-VER,94299
3722,JUAN RAFAEL PINTO VELASCO,PL/2086/EXP/ES/2015,19.24146,-103.6974,21.39,23.49,22.937577935115712,,Avenida Gonzalo de Sandoval,,Colima,Municipio de Colima,Colima,MX-COL,28000
3723,Megaservicio del Valle SA de CV,PL/2115/EXP/ES/2015,17.02162,-96.57986,22.34,23.83,23.76,,,,,San Francisco Lachigoló,Oaxaca,MX-OAX,
3724,PETROPLAZAS S.A. DE C.V.,PL/2103/EXP/ES/2015,23.29917,-106.4808,22.29,23.49,24.99,,Avenida Sábalo,,Mazatlán,Mazatlán,Sinaloa,MX-SIN,82000
3725,"MARREGO, S.A. DE C.V.",PL/2202/EXP/ES/2015,19.42922,-98.93576,20.99,23.29,22.937577935115712,,Prolongación Avenida del Peñón,,Chimalhuacán,Chimalhuacán,Estado de México,MX-MEX,65335
3726,MARIA DEL CARMEN URRUTIA VAZQUEZ,PL/2200/EXP/ES/2015,19.26424,-99.6455,21.05,23.19,22.937577935115712,Mobil,Avenida Profesor Heriberto Enríquez,,Toluca,Toluca,Estado de México,MX-MEX,52169
3727,SERVICIO XOCHIACA S.A. DE C.V.,PL/2149/EXP/ES/2015,19.41208,-98.97904,20.99,23.29,22.29,,Cerrada de Tlatelco,,Chimalhuacán,Chimalhuacán,Estado de México,MX-MEX,56346
3728,Servicio El Rescaño,PL/2181/EXP/ES/2015,19.52538,-99.0844,21.99,23.59,22.49,,Calle Mariano Abasolo,,,Ecatepec de Morelos,Estado de México,MX-MEX,55349
3729,"DISTRIBUIDORA DE COMBUSTIBLES CABRERA, S.A. DE C.V",PL/2226/EXP/ES/2015,18.92569,-98.45305,20.8,22.75,22.0,,Avenida Héroes del 4 de Mayo,Teneria,,Atlixco,Puebla,MX-PUE,74360
3730,AUTO SERVICIO DEGOLLADO SA DE CV,PL/2136/EXP/ES/2015,25.79189,-108.9869,22.95,24.11,25.35,,Avenida Aquiles Serdán,,Los Mochis,Ahome,Sinaloa,MX-SIN,81250
3731,"BESGAS, S.A DE C.V.",PL/2138/EXP/ES/2015,19.96159,-99.4876,21.22,23.19,22.24,,,,,Jilotepec,Estado de México,MX-MEX,
3732,GASOLINERAS SUREÑAS S. DE R.L. DE C.V.,PL/2233/EXP/ES/2015,17.51684,-97.13497,22.5,23.37142058923129,23.8,,,,,San Pedro Coxcaltepec Cántaros,Oaxaca,MX-OAX,
3733,GASOLINA Y LUBRICANTES PASO LIMON S A DE C V ,PL/2192/EXP/ES/2015,16.75552,-93.08186,20.95,22.84,22.937577935115712,"GasolineraGasolinera ""La Torre Chiapas""",Libramiento Norte,,Tuxtla Gutiérrez,Tuxtla Gutiérrez,Chiapas,MX-CHP,29044
3734,EGSA SA DE CV,PL/2050/EXP/ES/2015,18.04337,-93.15479,20.19,21.99,22.29,,Calle Reforma Dos Bocas,,,Cunduacán,Tabasco,MX-TAB,86690
3735,GENERAL DE COMBUSTIBLES S.A DE C.V,PL/2206/EXP/ES/2015,24.75539,-107.6898,21.84,23.39,25.29,Pemex,Carretera a Navolato,,Navolato,Navolato,Sinaloa,MX-SIN,80323
3736,"SERVICIO LOS PATOS, S.A. DE C.V.",PL/2148/EXP/ES/2015,19.4308,-98.94791,20.99,23.29,22.29,Gasolineria Los Patos,Avenida del Peñón,,Chimalhuacán,Chimalhuacán,Estado de México,MX-MEX,56334
3737,"COMBUSTIBLES DE HUAJUAPAN, S. A. DE C. V.",PL/2131/EXP/ES/2015,17.82551,-97.74348,22.75,24.15,24.16,,Carretera Huajuapan,Colonia Emiliano Zapata,,Santiago Huajolotitlán,Oaxaca,MX-OAX,69000
3738,JUAN ANTONIO VERA CARRIZAL,PL/2231/EXP/ES/2015,17.36101,-98.01881,22.5,23.37142058923129,23.8,,Carretera Federal Número 85,,,San Sebastián Tecomaxtlahuaca,Oaxaca,MX-OAX,
3739,ISLA ISABEL S.A DE C.V.,PL/2127/EXP/ES/2015,21.14315,-86.78251,22.99,23.99,24.29,,Avenida Kukulcán,,Cancún,Benito Juárez,Quintana Roo,MX-ROO,75500
3740,VICTOR JAVIER VARGAS CRUZ,PL/2080/EXP/ES/2015,20.57557,-101.5157,21.15,23.09,22.25,,Carretera Munguía-Las Adjuntas,,,Abasolo,Guanajuato,MX-GUA,36984
3741,EDUARDO DE LA GARZA S DE RL DE CV           ES1994,PL/2111/EXP/ES/2015,24.86033,-99.57065,22.14,24.72,22.79,,Avenida Benito Juárez,,,Linares,Nuevo León,MX-NLE,67740
3742,"SUPER SERVICIO EXCELENCIA, SA DE CV",PL/2170/EXP/ES/2015,19.6622,-99.2104,21.19,23.09,22.937577935115712,,Calle Timilpan,,Cuautitlán Izcalli,Cuautitlán Izcalli,Estado de México,MX-MEX,54700
3743,RIVERA ALAMEDA DE COCORIT SA DE CV,PL/2221/EXP/ES/2015,27.57491,-109.9484,21.74,24.14,23.24,,Calle Oviachic,,,Cajeme,Sonora,MX-SON,85065
3744,Leira SA de CV,PL/2130/EXP/ES/2015,19.36442,-98.95059,20.99,23.26,22.25,G500,Carretera México-Texcoco,,,La Paz,Estado de México,MX-MEX,56520
3745,JUAN ANTONIO VERA CARRIZAL,PL/2232/EXP/ES/2015,17.80688,-97.80843,22.5,23.85,23.8,,,Las Palmas,,Heroica Ciudad de Huajuapan de León,Oaxaca,MX-OAX,69000
3746,SERVICIO LILAMAR S.A DE C.V.,PL/2174/EXP/ES/2015,18.10366,-95.87931,21.54,23.23,22.937577935115712,,16 de septiembre,,,Loma Bonita,Oaxaca,MX-OAX,68400
3747,Gasolinera Cortijo La Morena SA de CV,PL/2128/EXP/ES/2015,19.51846,-98.88062,21.64,23.68,22.937577935115712,G500,Calle 16 de Septiembre,,,Texcoco,Estado de México,MX-MEX,56100
3748,"Gaseros Punto 314, S.A. de C.V.",PL/2118/EXP/ES/2015,16.58389,-94.94032,22.06,22.99,23.19,La Ventosa Pemex,Salina Cruz-Tehuantepec-La Ventosa,,,Asunción Ixtaltepec,Oaxaca,MX-OAX,
3749,ESTACION DE SERVICIO JALTEPEC SA DE CV,PL/2059/EXP/ES/2015,20.11256,-98.40538,20.89,22.35,22.937577935115712,Estación de Servicio Jaltepec,Boulevard Quetzalcóatl,Privadas San Andrés,Tulancingo de Bravo,,Hidalgo,MX-HID,43710
3750,RIVERA VILLA BONITA SA DE CV,PL/2219/EXP/ES/2015,27.56492,-109.9343,21.74,24.14,22.937577935115712,,Boulevard Villa Bonita,,,Cajeme,Sonora,MX-SON,85065
3751,"SUPER SERVICIO IZCALLI, S.A. DE C.V.",PL/2100/EXP/ES/2015,19.62621,-99.16467,21.44,23.98,22.85,,Boulevard Tultitlán Poniente,,Buenavista,Tultitlán,Estado de México,MX-MEX,54913
3752,ESTACIONES DE SERVICIO PENINSULARES S.A. DE C.V.,PL/2162/EXP/ES/2015,22.90698,-109.9303,21.29,23.69,23.29,,Calle Sierra Santa Clara,,Cabo San Lucas,Municipio de Los Cabos,Baja California Sur,MX-BCS,23477
3753,"Gasolinera La Encantada, SA de CV.",PL/2116/EXP/ES/2015,25.57944,-103.4704,21.75,24.79,24.59,,Calle Rocío Rebollo,,Gómez Palacio,Gómez Palacio,Durango,MX-DUR,35010
3754,PETROPLAZAS S.A. DE C.V.,PL/2102/EXP/ES/2015,23.35103,-106.4131,21.89,23.69,24.5,PEMEX,MEX 15,,,Mazatlán,Sinaloa,MX-SIN,
3755,Servicio Fomentera SA de CV,PL/2071/EXP/ES/2015,19.65818,-99.01922,22.0,23.05,22.84,Gasolinera G500,Boulevard Valle San Pedro,,,,Estado de México,MX-MEX,55767
3756,SERVICIO AGIL DE GASOLINAS S A  DE  C V,PL/2171/EXP/ES/2015,21.14402,-101.6587,21.89,23.99,22.937577935115712,Pemex,Boulevard Antônio Madrazo Gutiérrez,,León,León,Guanajuato,MX-GUA,37234
3757,"ESTACION DE SERVICIO EL PALOMAR, S.A. DE C.V.",PL/2081/EXP/ES/2015,31.55621,-116.4114,21.49,23.49,22.937577935115712,Gasolinera Pemex,Carretera Transpeninsular,,,Municipio de Ensenada,Baja California,MX-BCN,
3758,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,PL/2214/EXP/ES/2015,18.20659,-93.20538,19.64,21.59,21.99,Gasolinera Orsan,Avenida Lázaro Cárdenas del Río,,,Comalcalco,Tabasco,MX-TAB,86300
3759,ORSAN DEL NORTE S.A. DE C.V.,PL/2157/EXP/ES/2015,25.74164,-100.4143,23.53,25.69,22.99,Mobil,Avenida Paseo de los Leones,,Monterrey,Monterrey,Nuevo León,MX-NLE,64346
3760,ORSAN DEL NORTE S.A. DE C.V.,PL/2151/EXP/ES/2015,27.46207,-99.51153,16.15,19.44,22.937577935115712,Pemex,Avenida Reforma,,Nuevo Laredo,Municipio de Nuevo Laredo,Tamaulipas,MX-TAM,88275
3761,"EMPRESAS SAN PEDRO, S.A. DE C.V.",PL/2158/EXP/ES/2015,28.20759,-105.4507,21.99,23.98,23.99,,Avenida Tecnológico,,Delicias,Delicias,Chihuahua,MX-CHH,33029
3762,PRODUCTOS REFINADOS DE CHIAPA SA DE CV,PL/2083/EXP/ES/2015,16.76073,-93.17657,21.17,22.88,22.63,Gasolinera Plan de Ayala,Calle Guerrero,Tres Marias y los Arroyos,,Tuxtla Gutiérrez,Chiapas,MX-CHP,29057
3763,EDUARDO DE LA GARZA S DE RL DE CV           ES1994,PL/2106/EXP/ES/2015,24.86079,-99.56744,22.14,24.72,22.79,Veterinaria Cuéllar,Avenida Miguel Hidalgo Y Costilla,,,Linares,Nuevo León,MX-NLE,67740
3764,Gasolinera Antequera SA de CV,PL/2076/EXP/ES/2015,17.04036,-96.7196,22.65,24.02,23.96,PEMEX 4555,Avenida Fresnos,,,Santa Cruz Xoxocotlán,Oaxaca,MX-OAX,68150
3765,SERVICIO ROSA S.A. DE C.V.,PL/2223/EXP/ES/2015,31.87416,-116.5778,20.87,22.97,21.97,,,,Ensenada,Municipio de Ensenada,Baja California,MX-BCN,22859
3766,FRANCISCO JAVIER CEDEÑO SERENO,PL/2084/EXP/ES/2015,19.69595,-101.1596,20.88,22.85,22.937577935115712,Pemex,Del Héroe,,Morelia,Morelia,Michoacán,MX-MIC,58240
3767,CENTERGAS S DE RL DE CV,PL/2137/EXP/ES/2015,20.58914,-100.4102,21.69,23.65,23.09,,Calle Miguel Hidalgo,,Santiago de Querétaro,Municipio de Querétaro,Querétaro,MX-QUE,76010
3768,"SERVICIO LEYES DE REFORMA, S.A. DE C.V.",PL/2207/EXP/ES/2015,19.38326,-99.06647,20.44,23.38,22.937577935115712,PEMEX,Avenida Canal de Tezontle,,,,Ciudad de México,MX-CMX,09310
3769,ARMANDO GARCIA MEZA,PL/2114/EXP/ES/2015,23.82446,-103.9985,22.1,24.2,22.9,,DGO 241,,,Vicente Guerrero,Durango,MX-DUR,
3770,GASOLINERA LE Y BA SA DE CV ES06663,PL/2166/EXP/ES/2015,25.18585,-99.83432,23.48,25.48,23.38,,,,,Montemorelos,Nuevo León,MX-NLE,675300
3771,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,PL/2213/EXP/ES/2015,18.00824,-92.97676,20.84,22.29,22.937577935115712,Pemex,Carretera Loma de Caballo-Villahermosa,,,Nacajuca,Tabasco,MX-TAB,86246
