place_id,amenity,road,hamlet,city,county,state,ISO3166-2-lvl4,postcode
10163,,Avenida Serdán,,Guaymas,Guaymas,Sonora,MX-SON,85400
10164,El gran taco de Aguirre,Avenida Reforma,Huaxtla,,Tlatlauquitepec,Puebla,MX-PUE,73900
10165,,,El Crucero,,Tres Valles,Veracruz,MX-VER,
10166,Pemex,Calzada de las Américas,,San Cristóbal de las Casas,San Cristóbal de las Casas,Chiapas,MX-CHP,29200
10167,Pemex E08983,Calle Fuente de Versalles,,Hidalgo del Parral,Hidalgo del Parral,Chihuahua,MX-CHH,33886
10168,La Gas,Avenida Insurgentes,,Chetumal,Othón P. Blanco,Quintana Roo,MX-ROO,77029
10169,,Calle Las Lomas,,,Tumbiscatío,Michoacán,MX-MIC,
10170,Pemex Servicio El Sauz Amarillo,Calle Sauz Amarillo,,Lagos de Moreno,Lagos de Moreno,Jalisco,MX-JAL,47480
10171,Full Gas,Autopista Guadalajara - Colima,,,Tlajomulco de Zuñiga,Jalisco,MX-JAL,44645
10172,,,,,Palenque,Chiapas,MX-CHP,29960
10173,Pemex,Federal a Tehuacán,,Municipio de Puebla,,Puebla,MX-PUE,72320
10174,Pemex,Calle Jesús Elías Piña,,Matamoros,Municipio de Matamoros,Tamaulipas,MX-TAM,87457
10175,,,,,Huaniqueo,Michoacán,MX-MIC,58380
10176,,Calle Occidental,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
10177,Pemex,Calle Federal a Taxco,,Iguala,Iguala de la Independencia,Guerrero,MX-GRO,40080
10178,,Avenida Adolfo López Mateos,,Valle de Chalco Solidaridad,,Estado de México,MX-MEX,56617
10179,,Santa Bárbara - Izúcar de Matamoros,,Chalco de Díaz Covarrubias,Chalco,Estado de México,MX-MEX,56605
10180,Pemex 11722,Calzada al Pacífico,,,Zinacantepec,Estado de México,MX-MEX,51367
10181,,,,Colima,Municipio de Colima,Colima,MX-COL,28000
10182,,Calle 9,,,Bácum,Sonora,MX-SON,
10183,,Boulevard La Calzada,,,Tuxpan,Veracruz,MX-VER,92880
10184,,Calle Puerto de Arribó,,Campeche,Municipio de Campeche,Campeche,MX-CAM,24014
10185,,PUE 895,,,Ayotoxco de Guerrero,Puebla,MX-PUE,
10186,Pemex,Carretera Federal Puebla-Tlaxcala,,,Zacatelco,Tlaxcala,MX-TLA,90750
10187,,Boulevard General Macario Gaxiola,,Los Mochis,Ahome,Sinaloa,MX-SIN,81216
10188,,Calle José María Morelos,,Minatitlán,Minatitlán,Veracruz,MX-VER,96700
10189,,Carretera Celaya-San Miguel de Allende,,,Comonfort,Guanajuato,MX-GUA,38217
10190,,Avenida Concordia,,Campeche,Municipio de Campeche,Campeche,MX-CAM,24070
10191,,Avenida San Francisco,,,Cadereyta Jiménez,Nuevo León,MX-NLE,67450
10192,,,San Ignacio (San Ignacio del Progreso),,Hueytamalco,Puebla,MX-PUE,
10193,Pemex,Calle 16A,,Mérida,Mérida,Yucatán,MX-YUC,97174
10194,,Calle Cádiz,,Torreón,Torreón,Coahuila,MX-COA,27289
10195,G500,Carretera México-Texcoco,,,La Paz,Estado de México,MX-MEX,56500
10196,,Avenida Benjamín Flores,,San Luis Río Colorado,San Luis Río Colorado,Sonora,MX-SON,83400
10197,,Carretera Federal Tierra Blanca-Sayula de Alemán,Las Delicias,,San Juan Bautista Tuxtepec,Oaxaca,MX-OAX,
10198,Pemex,Camino a Matatlán,,,Tonalá,Jalisco,MX-JAL,45413
10199,,Avenida Miguel Hidalgo,,,Amecameca,Estado de México,MX-MEX,56900
10200,,SIN 225,,,Mocorito,Sinaloa,MX-SIN,
10201,,Ciudad del Rosario,,Hermosillo,Hermosillo,Sonora,MX-SON,83280
10202,Oxxo,Avenida Maestro Israel Cavazos Garza,,Guadalupe,Guadalupe,Nuevo León,MX-NLE,67198
10203,Alvara2,Calle 26,,San Luis Río Colorado,San Luis Río Colorado,Sonora,MX-SON,83400
10204,Pemex,Calle 33,,,Hopelchén,Campeche,MX-CAM,
10205,,Avenida Club Rotario Tizayuca,,,Tizayuca,Hidalgo,MX-HID,43800
10206,PEMEX,Avenida Náinari,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
10207,,Camino Zapotlán del Rey-Poncitlán,La Colonia,,Zapotlán del Rey,Jalisco,MX-JAL,45980
10208,Pemex,Calle Aduana,,Tampico,Tampico,Tamaulipas,MX-TAM,89080
10209,,Carretera Nuevo Laredo- Reynosa,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
10210,,,,,Encarnación de Díaz,Jalisco,MX-JAL,47270
10211,,Avenida Corea,,Apodaca,Apodaca,Nuevo León,MX-NLE,66636
10212,,Calle Caliza,Ojo de Agua,Orizaba,Orizaba,Veracruz,MX-VER,94340
10213,Pemex,Calzada de Tlalpan,,,,Ciudad de México,MX-CMX,
10214,Diesel,Avenida Abasolo Oriente,,,Huamantla,Tlaxcala,MX-TLA,90500
10215,,Calle Ignacio Allende,,Chalco de Díaz Covarrubias,Chalco,Estado de México,MX-MEX,56625
10216,,,La Desviación (Colonia Vicente Guerrero),,Ursulo Galván,Veracruz,MX-VER,91660
10217,,,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
10218,,Boulevard Emiliano Zapata,,Culiacán,Culiacán,Sinaloa,MX-SIN,80150
10219,Pemex,Lago Alberto,,Culiacán,Culiacán,Sinaloa,MX-SIN,80110
10220,Terminal de Autobuses ADO Bacalar,Chetumal - Cancun,,,Bacalar,Quintana Roo,MX-ROO,77930
10221,,Calle Jalisco,Alvaradito,,Medellín,Veracruz,MX-VER,94277
10222,Total,Gral. Donato Guerra,,,Salinas,San Luis Potosí,MX-SLP,
10223,,Prolongación Garizurieta,,,Álamo Temapache,Veracruz,MX-VER,92730
10224,Hidrosina,Avenida Central,,,Ecatepec de Morelos,Estado de México,MX-MEX,07550
10225,,Callejón Pino Suárez,,Los Mochis,Ahome,Sinaloa,MX-SIN,81216
10226,,Avenida Maestro Israel Cavazos Garza,,Guadalupe,Guadalupe,Nuevo León,MX-NLE,67193
10227,,Avenida Lerdo de Tejada,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66422
10228,Pemex,Carretera Nuevo Laredo- Reynosa,Los Villarreal,,Municipio de Reynosa,Tamaulipas,MX-TAM,88400
10229,G500,Avenida de las Bombas,,,Ecatepec de Morelos,Estado de México,MX-MEX,55066
10230,Pemex,20 de Noviembre,,,Poncitlán,Jalisco,MX-JAL,45965
10231,Pemex,Avenida Tecnológico,,Mérida,Mérida,Yucatán,MX-YUC,97110
10232,Pemex,Calle Leona Vicario,,,Maravatío,Michoacán,MX-MIC,38796
10233,G500,Avenida Montevideo,,,,Ciudad de México,MX-CMX,07730
10234,,Avenida Hidalgo,,,Huehuetoca,Estado de México,MX-MEX,
10235,Oxxo,Calle Gladiola,,Apodaca,Apodaca,Nuevo León,MX-NLE,66612
10236,,Carretera Ciudad Sahagún-Emiliano Zapata,,,Tepeapulco,Hidalgo,MX-HID,43990
10237,Pemex,Francisco I. Madero,,Culiacán,Culiacán,Sinaloa,MX-SIN,80240
10238,Pemex,Carretera Reynosa-La Lomita,Francisco I. Madero,,Méndez,Tamaulipas,MX-TAM,
10239,,Avenida César López de Lara,,Nuevo Laredo,Municipio de Nuevo Laredo,Tamaulipas,MX-TAM,88209
10240,,Jiquilpan - Guadalajara,,,Jocotepec,Jalisco,MX-JAL,45810
10241,,Calle Libertad,,,Naranjos Amatlán,Veracruz,MX-VER,92420
10242,,Carretera Tlachichila,,,Nochistlán de Mejía,Zacatecas,MX-ZAC,
10243,,,,,Nacajuca,Tabasco,MX-TAB,
10244,,Calle 300,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
10245,,Avenida 9 Oriente,La Villita,,Tecamachalco,Puebla,MX-PUE,75480
10246,,Avenida Francisco I. Madero Oriente,,Morelia,Morelia,Michoacán,MX-MIC,58250
10247,,Calle Puente De Juárez,,,Nicolás Romero,Estado de México,MX-MEX,54430
10248,,Retorno 36,,Chetumal,Othón P. Blanco,Quintana Roo,MX-ROO,77084
10249,Servicio Rizo de Oro,Tapanatepec -La Tijera - Cintalapa,,,Cintalapa,Chiapas,MX-CHP,
10250,Pemex,Avenida Hidalgo,,Guadalajara,,Jalisco,MX-JAL,44100
10251,,,,Saltillo,Saltillo,Coahuila,MX-COA,25050
10252,,Avenida Kilómetro 88,,,Totolapan,Morelos,MX-MOR,
10253,Pemex,Carretera México-Veracruz,,,Yauhquemehcan,Tlaxcala,MX-TLA,90360
10254,PEMEX,Calle Pablo A. De La Garza,,Monterrey,Monterrey,Nuevo León,MX-NLE,64820
10255,,Andador a Manzana E,,Pachuca,Pachuca de Soto,Hidalgo,MX-HID,42088
10256,,,,,China,Nuevo León,MX-NLE,
10257,,Calzada Ermita Iztapalapa,,Ciudad de México,,Ciudad de México,MX-CMX,09608
10258,Pemex,Autopista Apizaco - Tlaxcala,,,Yauhquemehcan,Tlaxcala,MX-TLA,90470
10259,,México Sur,,,Tecuala,Nayarit,MX-NAY,63454
10260,,Avenida Insurgentes,,Chetumal,Othón P. Blanco,Quintana Roo,MX-ROO,77084
10261,Pemex,Autopista de Peaje Cuernavaca-México,Las Colinas,,Xochitepec,Morelos,MX-MOR,62670
10262,,Avenida Lázaro Cárdenas,Tierra Blanca,,Pungarabato,Guerrero,MX-GRO,40660
10263,,Villachuato - Pastor Ortiz,,,José Sixto Verduzco,Michoacán,MX-MIC,
10264,Pemex,Avenida Lapislázuli,,Guadalajara,,Jalisco,MX-JAL,44580
10265,Pemex,Carretera San Martín Texmelucan-Tlaxcala,,,Tepetitla de Lardizábal,Tlaxcala,MX-TLA,74000
10266,,Avenida Lázaro Cárdenas,,,Acatlán,Puebla,MX-PUE,
10267,Pemex,Carretera Atotonilco El Alto - Degollado,,,Ayotlán,Jalisco,MX-JAL,47930
10268,Pemex,Libramiento Matamoros-Monterrey,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
10269,PEMEX,Privada de Aldama Colonia Chamilpa,,,Cuernavaca,Morelos,MX-MOR,62130
10270,,Calle Encinos,,,Ocoyoacac,Estado de México,MX-MEX,52755
10271,,,,,Tepetitla de Lardizábal,Tlaxcala,MX-TLA,74000
10272,pemex,Joaquín Vega,,,Ezequiel Montes,Querétaro,MX-QUE,
10273,Pemex,Boulevard Independencia,,Torreón,Torreón,Coahuila,MX-COA,27016
10274,,Carretera México - Veracruz,,,Tepetlaoxtoc,Estado de México,MX-MEX,5200
10275,,MEX 130,Kilometro Nueve (Ejido Lazaro Cardenas),,Tihuatlán,Veracruz,MX-VER,92903
10276,,Calle Vicente Negrete,,,San José Iturbide,Guanajuato,MX-GUA,37990
10277,,,Plan de Ayala,,Cuitláhuac,Veracruz,MX-VER,
10278,Pemex,Autopista México-Pachuca,,,,Estado de México,MX-MEX,55764
10279,,,,,Guaymas,Sonora,MX-SON,
10280,,Carretera Valparaíso-Fresnillo,,,Fresnillo,Zacatecas,MX-ZAC,
10281,,Calle La Paz,,Ciudad Guzmán,Zapotlán el Grande,Jalisco,MX-JAL,49098
10282,Santander,Avenida Universidad,,Oaxaca,Oaxaca de Juárez,Oaxaca,MX-OAX,68130
10283,,Calle Agua Azul,,Cuautla,Cuautla,Morelos,MX-MOR,62748
10284,Pemex E01359,Calle Río Primero,,Camargo,Camargo,Chihuahua,MX-CHH,33700
10285,Pemex,Carretera México-Texcoco,,Chimalhuacán,Chimalhuacán,Estado de México,MX-MEX,56520
10286,Pemex,MEX 15,,,Rosario,Sinaloa,MX-SIN,
10287,,Avenida Insurgentes,,Chetumal,Othón P. Blanco,Quintana Roo,MX-ROO,77013
10288,,Ecovía Intercambio Regina,,Monterrey,Monterrey,Nuevo León,MX-NLE,64410
10289,Pemex,Libramiento de Matehuala,Los Ángeles,,Matehuala,San Luis Potosí,MX-SLP,78715
10290,,Boulevard Libramiento Sur,,,Tepotzotlán,Estado de México,MX-MEX,54600
10291,,Jiquilpan - Guadalajara,,,Jocotepec,Jalisco,MX-JAL,45810
10292,,Boulevard Licenciado Héctor Terán Terán,,,Municipio de Tijuana,Baja California,MX-BCN,22470
10293,G500,Ixtlahuaca de Rayon - Toluca,,,Toluca,Estado de México,MX-MEX,50280
10294,,Autopista México - Cuernavaca,,,Huitzilac,Morelos,MX-MOR,14905
10295,Valero,Calle Emiliano Zapata,San Antonio Oxtoyucan,,Zempoala,Hidalgo,MX-HID,
10296,,Autopista San Martín Texmelucan - Tlaxcala - El Molinito,,,Ixtacuixtla de Mariano Matamoros,Tlaxcala,MX-TLA,74000
10297,PEMEX,VER,,,Papantla,Veracruz,MX-VER,93438
10298,,Calle 17,,Saltillo,Saltillo,Coahuila,MX-COA,25294
10299,,Guadalajara - Jiquilpan,,,Sahuayo,Michoacán,MX-MIC,
10300,,Avenida Santo Domingo,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66443
10301,Cargo gas,Carretera Matamoros-Torreón,,Torreón,Torreón,Coahuila,MX-COA,27275
10302,,,,Gómez Palacio,Gómez Palacio,Durango,MX-DUR,35010
10303,,Carretera México - Tuxpan,,,Venustiano Carranza,Puebla,MX-PUE,73049
10304,,Carretera Federal México-Oxaca,,,Izúcar de Matamoros,Puebla,MX-PUE,74400
10305,Pemex,Calle Guadalupe Victoria,,,Moctezuma,San Luis Potosí,MX-SLP,
10306,Oxxo Gas,Guadalajara - Jiquilpan,,,Acatlán de Juárez,Jalisco,MX-JAL,45640
10307,,Boulevard Adolfo López Mateos,,Ciudad Madero,Ciudad Madero,Tamaulipas,MX-TAM,89460
10308,Pemex,Avenida Jesús Michel González,,,Tlajomulco de Zuñiga,Jalisco,MX-JAL,45613
10309,BP,Avenida Delensores de la República,,Municipio de Puebla,,Puebla,MX-PUE,72220
10310,,Avenida Concordia,,Apodaca,Apodaca,Nuevo León,MX-NLE,66600
10311,Pemex,San Dionicio - San Baltazar Chichicapam,Rancho Blanco,,San Dionisio Ocotepec,Oaxaca,MX-OAX,
10312,,SIN 112,,,Ahome,Sinaloa,MX-SIN,81310
10313,,Calle Agusto Villanueva,,Torreón,Torreón,Coahuila,MX-COA,27000
10314,Pemex,Avenida Benito Juárez,,,Texcoco,Estado de México,MX-MEX,56100
10315,Pemex,Boulevard Gustavo Díaz Ordaz,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22127
10316,,Avenida José María Chávez,,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,MX-AGU,20342
10317,,Avenida Ocho Oriente,,San Juan del Río,San Juan del Río,Querétaro,MX-QUE,76804
10318,,Calle Lateral Independencia,,,Municipio de Tlaxcala,Tlaxcala,MX-TLA,90060
10319,,Avenida Camino Nacional,,,Mixtla,Puebla,MX-PUE,75200
10320,,Avenida Revolución Norte,,,Gabriel Zamora,Michoacán,MX-MIC,
10321,,Privada Central,,Delicias,Delicias,Chihuahua,MX-CHH,33080
10322,Pemex E04301,Calle Guillermo Prietao,,Camargo,Camargo,Chihuahua,MX-CHH,33700
10323,,Bahía de Lucerna,,Mexicali,,Baja California,MX-BCN,21000
10324,Pemex,Carretera Juanacatlán - Puente Grande,,,Juanacatlán,Jalisco,MX-JAL,45620
10325,Pemex,Carretera Guadalajara-Chapala,San Vicente,,Tlajomulco de Zuñiga,Jalisco,MX-JAL,45659
10326,Pemex,Boulevard Jesús Dionisio Gonzáles G.,,Apodaca,Apodaca,Nuevo León,MX-NLE,66610
10327,,Boulevard Jiquilpan,,Los Mochis,Ahome,Sinaloa,MX-SIN,81223
10328,,,El Polvorón,,Cuitláhuac,Veracruz,MX-VER,
10329,Saltito Road Gas Station,Carretera Mexicali-San Felipe,,,,Baja California,MX-BCN,21079
10330,Repsol,Avenida Aguascalientes Sur,,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,MX-AGU,20235
10331,,Callejón Noyola,,,Tonalá,Chiapas,MX-CHP,30500
10332,,,San Antonio de Juárez,,Putla Villa de Guerrero,Oaxaca,MX-OAX,
10333,,Avenida Licenciado Benito Juárez,,Campeche,Municipio de Campeche,Campeche,MX-CAM,24080
10334,,MEX 180,,,Valladolid,Yucatán,MX-YUC,97760
10335,,Calle Tercera,,Matamoros,Municipio de Matamoros,Tamaulipas,MX-TAM,87457
10336,,Calle H. Veracruz,,,Álamo Temapache,Veracruz,MX-VER,92730
10337,,,,,Tlajomulco de Zuñiga,Jalisco,MX-JAL,45675
10338,Pemex 11554,Carretera Querétaro - San Luis Potosí,Corea,,Municipio de Querétaro,Querétaro,MX-QUE,67230
10339,,Calle Libramiento Monterrey,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
10340,,Calle Brasilia,,Ciudad Acuña,Municipio de Acuña,Coahuila,MX-COA,26230
10341,Mobil,Calzada Ignacio Zaragoza,,Municipio de Puebla,,Puebla,MX-PUE,72210
10342,,Calle 17,,,Champotón,Campeche,MX-CAM,24400
10343,Pemex,Avenida Juárez,Nexquexcan,,Quimixtlán,Puebla,MX-PUE,75070
10344,,Avenida Rigo Tovar,,Matamoros,Municipio de Matamoros,Tamaulipas,MX-TAM,87344
10345,,Avenida del Canal,Loma De San Nicolás,,Temoaya,Estado de México,MX-MEX,50850
10346,Pemex,Calzada San Antonio Abad,,,,Ciudad de México,MX-CMX,06880
10347,Tesoro,Boulevard Anáhuac,,Mexicali,,Baja California,MX-BCN,21000
10348,,Calle 12 Poniente,,Tehuacán,Tehuacán,Puebla,MX-PUE,75740
10349,,Carretera Aguascalientes-Jalpa,Jaltiche de Abajo,,Calvillo,Aguascalientes,MX-AGU,20877
10350,Pemex,Carretera San Marcos-Aguascalietes,,,Municipio de Aguascalientes,Aguascalientes,MX-AGU,20324
10351,G500,Calle de los Rompeolas,,,,Ciudad de México,MX-CMX,07270
10352,Arco,Boulevard Anillo Periférico,,,,Baja California,MX-BCN,21972
10353,,Calle Fresno,,,Huitzilac,Morelos,MX-MOR,62515
10354,,Calle San Pablo Guelatao,,,Tejupilco,Estado de México,MX-MEX,51400
10355,gasolinera agua hedionda,Avenida Progreso,,Cuautla,Cuautla,Morelos,MX-MOR,62740
10356,Pemex E04341,Calle Pinabete,,Chihuahua,Municipio de Chihuahua,Chihuahua,MX-CHH,31126
10357,Pemex,Avenida Lázaro Cárdenas,,,,Ciudad de México,MX-CMX,07780
10358,,Boulevard Rafaél J. Almada,,Navojoa,Navojoa,Sonora,MX-SON,895870
10359,Total,Cerrada La Mora,,,Ecatepec de Morelos,Estado de México,MX-MEX,50066
10360,,,,,Jantetelco,Morelos,MX-MOR,
10361,,JAL 212,,,Encarnación de Díaz,Jalisco,MX-JAL,47290
10362,Pemex,Avenida 3 Sur,,Municipio de Puebla,,Puebla,MX-PUE,72490
10363,Oxxo gas,Río Orinoco,,Apodaca,Apodaca,Nuevo León,MX-NLE,66646
10364,,Avenida Punta Calabozo,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
10365,,Avenida Insurgentes,,Chetumal,Othón P. Blanco,Quintana Roo,MX-ROO,77029
10366,Pelmex E05319,Entrada Nuevo Majalca,,,Municipio de Chihuahua,Chihuahua,MX-CHH,31313
10367,,Avenida Arteaga,,Túxpam,Tuxpan,Veracruz,MX-VER,92800
10368,,Calle Santo Domingo,,,,Morelos,MX-MOR,62630.0
10369,,,,,Bahía de Banderas,Nayarit,MX-NAY,63407
10370,Pemex,Avenida Revolución,,Guadalajara,,Jalisco,MX-JAL,44430
10371,Pemex,Carretera México-Pachuca,,Ecatepec,Ecatepec de Morelos,Estado de México,MX-MEX,55060
10372,,Carretera Costera del Golfo,,,Lerdo de Tejada,Veracruz,MX-VER,
10373,Banorte,Autopista Reynosa-Monterrey,Fracc. Loma Real,,Municipio de Reynosa,Tamaulipas,MX-TAM,88733
10374,,Carretera Tepic-Puerto Vallarta,,,Bahía de Banderas,Nayarit,MX-NAY,63132
10375,Pemex,Carretera Veracruz - Xalapa,,,Municipio de Veracruz,Veracruz,MX-VER,91726
10376,,Carretera Manuel Doblado-La Piedad,,,,Guanajuato,MX-GUA,36916
10377,,Carretera Culiacán-Los Mochis,,,Mocorito,Sinaloa,MX-SIN,
10378,,Avenida José María Morelos,,Torreón,Torreón,Coahuila,MX-COA,27148
10379,,Calle Amado Nervo,,,Álamo Temapache,Veracruz,MX-VER,92730
10380,Pemex,Tehuacán - Huajuapan de León,,,Zapotitlán,Puebla,MX-PUE,
10381,PEMEX,Avenida Francisco I. Madero Poniente,,Morelia,Morelia,Michoacán,MX-MIC,58337
10382,,Carretera Guanaceví-Durango,,,Santiago Papasquiaro,Durango,MX-DUR,
10383,,Carretera Entronque Manzanillo-Playa Azul,,,Tecomán,Colima,MX-COL,28935
10384,Pemex,Avenida Naucalpan,,Mexicali,,Baja California,MX-BCN,21000
10385,,Boulevard República,,Piedras Negras,Municipio de Piedras Negras,Coahuila,MX-COA,26085
10386,,San Juan del Río - Amealco de Bonfil,,,Amealco de Bonfil,Querétaro,MX-QUE,
10387,,Avenida Lateral Morelos Poniente,,,Hidalgo,Michoacán,MX-MIC,
10388,,,,,Técpan de Galeana,Guerrero,MX-GRO,
10389,Pemex E02192,Calle Leona Vicario,,,Valle de Zaragoza,Chihuahua,MX-CHH,
10390,,,,,Amatlán de Cañas,Nayarit,MX-NAY,63990
10391,Pelmex E07522,Avenida Luis H. Alvarez,,Camargo,Camargo,Chihuahua,MX-CHH,33700
10392,,Avenida Francisco I. Madero,,Guasave,Guasave,Sinaloa,MX-SIN,81000
10393,,Calle Olimpia,,,Tecomán,Colima,MX-COL,28110
10394,,Calle Ingeniero Américo Villarreal Guerra,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
10395,,El Fuerte-El Carrizo,,,El Fuerte,Sinaloa,MX-SIN,
10396,,Calzada Ignacio Zaragoza,,Mexicali,,Baja California,MX-BCN,21000
10397,,,,,Nautla,Veracruz,MX-VER,
10398,,Carretera Federal,,,Vega de Alatorre,Veracruz,MX-VER,93980
10399,Oxxo Gas,Carretera Atotonilco El Alto - Degollado,,,Atotonilco el Alto,Jalisco,MX-JAL,47753
10400,,Carretera San Pedro de las Colonias-Torreón,,,Matamoros,Coahuila,MX-COA,27106
10401,,Calle Apio,,León,León,Guanajuato,MX-GUA,37417
10402,G500,Calle Saturno,,Ciudad de México,,Ciudad de México,MX-CMX,06350
10403,,Avenida La Gran Puerta de México,,Matamoros,Municipio de Matamoros,Tamaulipas,MX-TAM,87347
10404,,Vakparaiso,,Minatitlán,Minatitlán,Veracruz,MX-VER,96700
10405,,Quiroga - Tepalcatepec,,,Ario,Michoacán,MX-MIC,
10406,Pemex,Calle 14 Sur,,Municipio de Puebla,,Puebla,MX-PUE,72100
10407,,Calle Andrés García,,Villahermosa,Centro,Tabasco,MX-TAB,86190
10408,Gasolinera,Insurgentes,,Puerto Vallarta,Puerto Vallarta,Jalisco,MX-JAL,48300
10409,,Ciclovía Saltillo,,Saltillo,Saltillo,Coahuila,MX-COA,25050
10410,,,Guadalupe de Cisneros,,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",Oaxaca,MX-OAX,
10411,Pemex,MEX 185,Colonia 19 de Marzo (Colonia San José),Juchitán,Heroica Ciudad de Juchitán de Zaragoza,Oaxaca,MX-OAX,70000
10412,Pemex,Avenida Central,,Campeche,Municipio de Campeche,Campeche,MX-CAM,24000
10413,,,,,Vega de Alatorre,Veracruz,MX-VER,
10414,Pemex E10362,Calle Libramiento Camargo,,Camargo,Camargo,Chihuahua,MX-CHH,33700
10415,Pemex,Calle Melchor Ocampo,,,Toluca,Estado de México,MX-MEX,50200
10416,,Calle Tarascos,,Torreón,Torreón,Coahuila,MX-COA,27100
10417,,Calle Loma de Tepic,,Tepic,Municipio de Tepic,Nayarit,MX-NAY,63173
10418,,Río Purificación,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
10419,,,,,Comalcalco,Tabasco,MX-TAB,
10420,,,,Chihuahua,Municipio de Chihuahua,Chihuahua,MX-CHH,31123
10421,,Calle Guadalupe Victoria,,,Acatlán de Pérez Figueroa,Oaxaca,MX-OAX,
10422,,,,,El Tule,Chihuahua,MX-CHH,
10423,,Avenida Central Oriente,,Poza Rica,Poza Rica de Hidalgo,Veracruz,MX-VER,93370
10424,Pemex,Avenida Miguel Hidalgo,,,San Pedro,Coahuila,MX-COA,27800
10425,,Avenida José López Portillo,,Campeche,Municipio de Campeche,Campeche,MX-CAM,24035
10426,Pemex E10509,Carretera Delicias-Camargo,,,La Cruz,Chihuahua,MX-CHH,
10427,,,,San Juan del Río,San Juan del Río,Querétaro,MX-QUE,78806
10428,,,,,Castillo de Teayo,Veracruz,MX-VER,
10429,,Carretera Mixquic-Chalco,,,Chalco,Estado de México,MX-MEX,56600
10430,Pemex E08232,Avenida De Las Industrias,,Chihuahua,Municipio de Chihuahua,Chihuahua,MX-CHH,31130
10431,Tesoro,Boulevard Lázaro Cárdenas,,Mexicali,,Baja California,MX-BCN,21000
10432,Mobil,Avenida Almazán,,Monterrey,Monterrey,Nuevo León,MX-NLE,64200
10433,Pemex,Calle Cuauhtémoc,,Ixtapaluca,,Estado de México,MX-MEX,56577
10434,Pemex,Carretera A Todos Santos,,,Municipio de La Paz,Baja California Sur,MX-BCS,23300
10435,,,,,Tequila,Jalisco,MX-JAL,46408
10436,,Calzada Heroico Colegio Militar,,Mexicali,,Baja California,MX-BCN,21000
10437,,Avenida Aguascalientes Poniente,,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,MX-AGU,20279
10438,,Boulevard Licenciado Manuel Cavazos Lerma,,Matamoros,Municipio de Matamoros,Tamaulipas,MX-TAM,87390
10439,Pemex E07908,Carretera Delicias-Saucillo,,,Saucillo,Chihuahua,MX-CHH,
10440,,Carretera Rio Grande-Fresnillo,,,Río Grande,Zacatecas,MX-ZAC,98400
10441,,Calle Francisco Javier Mina,,,Tecomán,Colima,MX-COL,28120
10442,Acueducto,Camino A La Huasteca,,,Santa Catarina,Nuevo León,MX-NLE,66190
10443,Pemex,Avenida Morelos Sur,,Cuernavaca,Cuernavaca,Morelos,MX-MOR,62070
10444,7-Eleven,Av. Gregorio Garza Flores,,Matamoros,Municipio de Matamoros,Tamaulipas,MX-TAM,8765
10445,,Calle Victoria,,,Tepehuanes,Durango,MX-DUR,
10446,Pemex,Boulevard Luis Donaldo Colosio,,Pachuca,Pachuca de Soto,Hidalgo,MX-HID,42086
10447,,Calle Segunda,,Ensenada,Municipio de Ensenada,Baja California,MX-BCN,22898
10448,Pemex,Avenida México Puebla,,,Cuautlancingo,Puebla,MX-PUE,72730
10449,Pemex,Carretera Aguascalientes-León,,,Municipio de Aguascalientes,Aguascalientes,MX-AGU,20311
10450,,Carretera Matamoros-Ciudad Río Bravo,,,Municipio de Matamoros,Tamaulipas,MX-TAM,87560
10451,G500,Calle Homún,,,,Ciudad de México,MX-CMX,
10452,,Calle Anaxágoras,,,,Ciudad de México,MX-CMX,03020
10453,,Río Bravo-Valle Hermoso,,,Municipio de Río Bravo,Tamaulipas,MX-TAM,88950
10454,,Prolongación Boulevard Antonio Cárdenas,,Saltillo,Saltillo,Coahuila,MX-COA,25088
10455,Pemex E01418,Avenida Ocampo,,,Saucillo,Chihuahua,MX-CHH,33
10456,,Pátzcuaro - Morelia,,,Huiramba,Michoacán,MX-MIC,61640.0
10457,Pemex,Calle Jesús García Morales,,,Municipio de Naco,Sonora,MX-SON,
10458,,Calle Juan José Solernau,,Matamoros,Municipio de Matamoros,Tamaulipas,MX-TAM,87458
10459,PEMEX,Avenida Ignacio L. Vallarta,,Guadalajara,,Jalisco,MX-JAL,44110
10460,,3 de Mayo,,,Emiliano Zapata,Morelos,MX-MOR,62766
